第１表,,,,刑法犯　罪種別　認知・検挙件数・検挙人員　対前年比較,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,認知件数,認知件数,認知件数,認知件数,検挙件数,検挙件数,検挙件数,検挙件数,検挙率,検挙率,検挙率,検挙人員,検挙人員,検挙人員,検挙人員,"検挙人員
うち)少年","検挙人員
うち)少年","検挙人員
うち)少年","検挙人員
うち)少年",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,罪種,"2022年
1～12月","2021年
1～12月",増減,増減率(％）,"2022年
1～12月","2021年
1～12月",増減,増減率(％),"2022年
1～12月","2021年
1～12月",増減ポイント,"2022年
1～12月","2021年
1～12月",増減,増減率(％),"2022年
1～12月","2021年
1～12月",増減,増減率(％),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,計,104,60,44,73.3,86,55,31,56.4,77,56,21,37.5,82.7,91.7,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,青森県,18,8,10,125,14,9,5,55.6,10,9,1,11.1,77.8,112.5,-34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,岩手県,8,10,-2,-20,7,9,-2,-22.2,7,9,-2,-22.2,87.5,90,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,宮城県,55,26,29,111.5,43,23,20,87,42,22,20,90.9,78.2,88.5,-10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,秋田県,6,4,2,50,7,1,6,600,7,1,6,600,116.7,25,91.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,山形県,5,6,-1,-16.7,6,5,1,20,5,6,-1,-16.7,120,83.3,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,福島県,12,6,6,100,9,8,1,12.5,6,9,-3,-33.3,75,133.3,-58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都,,248,219,29,13.2,214,216,-2,-0.9,205,194,11,5.7,86.3,98.6,-12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,計,403,329,74,22.5,338,338,0,0,292,314,-22,-7,83.9,102.7,-18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,茨城県,39,21,18,85.7,27,17,10,58.8,24,17,7,41.2,69.2,81,-11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,栃木県,17,18,-1,-5.6,18,16,2,12.5,17,19,-2,-10.5,105.9,88.9,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,群馬県,13,15,-2,-13.3,12,19,-7,-36.8,10,17,-7,-41.2,92.3,126.7,-34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,埼玉県,88,69,19,27.5,79,71,8,11.3,71,63,8,12.7,89.8,102.9,-13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,千葉県,63,63,0,0,55,73,-18,-24.7,42,57,-15,-26.3,87.3,115.9,-28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,神奈川県,113,74,39,52.7,87,72,15,20.8,70,69,1,1.4,77,97.3,-20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,新潟県,13,17,-4,-23.5,14,14,0,0,11,15,-4,-26.7,107.7,82.4,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,山梨県,9,4,5,125,5,6,-1,-16.7,3,5,-2,-40,55.6,150,-94.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,長野県,11,16,-5,-31.3,9,15,-6,-40,14,18,-4,-22.2,81.8,93.8,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,静岡県,37,32,5,15.6,32,35,-3,-8.6,30,34,-4,-11.8,86.5,109.4,-22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中部,計,160,159,1,0.6,149,149,0,0,157,149,8,5.4,93.1,93.7,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中部,富山県,7,5,2,40,3,6,-3,-50,4,8,-4,-50,42.9,120,-77.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中部,石川県,7,5,2,40,4,6,-2,-33.3,3,10,-7,-70,57.1,120,-62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中部,福井県,7,13,-6,-46.2,7,13,-6,-46.2,7,13,-6,-46.2,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中部,岐阜県,11,17,-6,-35.3,16,11,5,45.5,17,10,7,70,145.5,64.7,80.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中部,愛知県,106,96,10,10.4,98,91,7,7.7,109,89,20,22.5,92.5,94.8,-2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中部,三重県,22,23,-1,-4.3,21,22,-1,-4.5,17,19,-2,-10.5,95.5,95.7,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
近畿,計,404,322,82,25.5,341,272,69,25.4,344,259,85,32.8,84.4,84.5,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
近畿,滋賀県,24,25,-1,-4,18,18,0,0,19,10,9,90,75,72,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
近畿,京都府,41,32,9,28.1,49,30,19,63.3,54,35,19,54.3,119.5,93.8,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
近畿,大阪府,213,154,59,38.3,167,122,45,36.9,168,120,48,40,78.4,79.2,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
近畿,兵庫県,109,89,20,22.5,90,78,12,15.4,88,76,12,15.8,82.6,87.6,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
近畿,奈良県,10,13,-3,-23.1,10,16,-6,-37.5,10,13,-3,-23.1,100,123.1,-23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
近畿,和歌山県,7,9,-2,-22.2,7,8,-1,-12.5,5,5,0,0,100,88.9,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国,計,97,71,26,36.6,84,75,9,12,76,70,6,8.6,86.6,105.6,-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国,鳥取県,14,6,8,133.3,11,7,4,57.1,6,9,-3,-33.3,78.6,116.7,-38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国,島根県,7,5,2,40,7,5,2,40,6,4,2,50,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国,岡山県,26,23,3,13,26,25,1,4,23,24,-1,-4.2,100,108.7,-8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国,広島県,41,33,8,24.2,31,34,-3,-8.8,28,28,0,0,75.6,103,-27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国,山口県,9,4,5,125,9,4,5,125,13,5,8,160,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四国,計,30,37,-7,-18.9,27,38,-11,-28.9,30,31,-1,-3.2,90,102.7,-12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四国,徳島県,3,4,-1,-25,2,5,-3,-60,3,3,0,0,66.7,125,-58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四国,香川県,9,16,-7,-43.8,9,17,-8,-47.1,12,13,-1,-7.7,100,106.3,-6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四国,愛媛県,12,15,-3,-20,10,14,-4,-28.6,9,13,-4,-30.8,83.3,93.3,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四国,高知県,6,2,4,200,6,2,4,200,6,2,4,200,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,計,156,138,18,13,119,127,-8,-6.3,116,124,-8,-6.5,76.3,92,-15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,福岡県,68,60,8,13.3,52,55,-3,-5.5,52,53,-1,-1.9,76.5,91.7,-15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,佐賀県,8,10,-2,-20,7,7,0,0,7,6,1,16.7,87.5,70,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,長崎県,10,4,6,150,6,6,0,0,6,5,1,20,60,150,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,熊本県,23,25,-2,-8,18,24,-6,-25,20,18,2,11.1,78.3,96,-17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,大分県,5,9,-4,-44.4,4,9,-5,-55.6,3,10,-7,-70,80,100,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,宮崎県,12,8,4,50,6,8,-2,-25,6,7,-1,-14.3,50,100,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,鹿児島県,18,10,8,80,16,8,8,100,12,8,4,50,88.9,80,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,沖縄県,12,12,0,0,10,10,0,0,10,17,-7,-41.2,83.3,83.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第６表,,,重要犯罪・重要窃盗犯　都道府県別　認知・検挙件数・検挙人員　対前年比較 （略取誘拐・人身売買）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,認知件数,認知件数,認知件数,認知件数,検挙件数,検挙件数,検挙件数,検挙件数,検挙人員,検挙人員,検挙人員,検挙人員,検挙率,検挙率,検挙率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,都道府県,"2022年
1～12月","2021年
1～12月",増減,増減率(％),"2022年
1～12月","2021年
1～12月",増減,増減率(％),"2022年
1～12月","2021年
1～12月",増減,増減率(％）,"2022年
1～12月","2021年
1～12月",増減ポイント,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
総数,,390,389,1,0.3,369,365,4,1.1,377,376,1,0.3,94.6,93.8,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道,計,12,10,2,20,10,10,0,0,10,16,-6,-37.5,83.3,100,-16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道,札幌方面,10,7,3,42.9,8,7,1,14.3,6,13,-7,-53.8,80,100,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道,函館方面,0,2,-2,-100,0,2,-2,-100,0,2,-2,-100,0,100,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道,旭川方面,1,0,1,0,1,0,1,0,3,0,3,0,100,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道,釧路方面,1,1,0,0,1,1,0,0,1,1,0,0,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道,北見方面,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,計,24,19,5,26.3,22,20,2,10,20,21,-1,-4.8,91.7,105.3,-13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,青森県,4,3,1,33.3,3,4,-1,-25,4,4,0,0,75,133.3,-58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,岩手県,1,2,-1,-50,1,2,-1,-50,2,1,1,100,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,宮城県,7,8,-1,-12.5,7,8,-1,-12.5,6,10,-4,-40,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,秋田県,0,1,-1,-100,0,1,-1,-100,0,0,0,0,0,100,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,山形県,4,4,0,0,4,4,0,0,4,4,0,0,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,福島県,8,1,7,700,7,1,6,600,4,2,2,100,87.5,100,-12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都,,55,48,7,14.6,56,50,6,12,59,35,24,68.6,101.8,104.2,-2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,計,118,112,6,5.4,108,108,0,0,125,115,10,8.7,91.5,96.4,-4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,茨城県,10,2,8,400,9,2,7,350,15,1,14,1400,90,100,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,栃木県,11,5,6,120,10,5,5,100,10,15,-5,-33.3,90.9,100,-9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,群馬県,8,6,2,33.3,8,6,2,33.3,5,5,0,0,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,埼玉県,35,46,-11,-23.9,34,45,-11,-24.4,50,43,7,16.3,97.1,97.8,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,千葉県,7,14,-7,-50,5,14,-9,-64.3,2,8,-6,-75,71.4,100,-28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,神奈川県,18,12,6,50,17,8,9,112.5,14,7,7,100,94.4,66.7,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,新潟県,4,6,-2,-33.3,5,8,-3,-37.5,3,4,-1,-25,125,133.3,-8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,山梨県,3,2,1,50,3,2,1,50,3,2,1,50,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,長野県,5,4,1,25,4,4,0,0,5,12,-7,-58.3,80,100,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,静岡県,17,15,2,13.3,13,14,-1,-7.1,18,18,0,0,76.5,93.3,-16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中部,計,34,37,-3,-8.1,30,35,-5,-14.3,33,33,0,0,88.2,94.6,-6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中部,富山県,1,0,1,0,1,0,1,0,1,0,1,0,100,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中部,石川県,2,2,0,0,1,2,-1,-50,0,2,-2,-100,50,100,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中部,福井県,2,3,-1,-33.3,2,3,-1,-33.3,2,3,-1,-33.3,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中部,岐阜県,3,2,1,50,3,2,1,50,2,0,2,0,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中部,愛知県,22,27,-5,-18.5,20,26,-6,-23.1,23,24,-1,-4.2,90.9,96.3,-5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中部,三重県,4,3,1,33.3,3,2,1,50,5,4,1,25,75,66.7,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
近畿,計,92,100,-8,-8,90,83,7,8.4,83,94,-11,-11.7,97.8,83,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
近畿,滋賀県,7,6,1,16.7,5,5,0,0,6,15,-9,-60,71.4,83.3,-11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
近畿,京都府,10,4,6,150,8,4,4,100,6,7,-1,-14.3,80,100,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
近畿,大阪府,47,39,8,20.5,46,25,21,84,39,32,7,21.9,97.9,64.1,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
近畿,兵庫県,20,44,-24,-54.5,26,42,-16,-38.1,28,32,-4,-12.5,130,95.5,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
近畿,奈良県,7,6,1,16.7,4,6,-2,-33.3,3,8,-5,-62.5,57.1,100,-42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
近畿,和歌山県,1,1,0,0,1,1,0,0,1,0,1,0,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国,計,25,27,-2,-7.4,23,27,-4,-14.8,21,31,-10,-32.3,92,100,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国,鳥取県,3,4,-1,-25,3,3,0,0,2,8,-6,-75,100,75,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国,島根県,1,0,1,0,1,2,-1,-50,0,1,-1,-100,100,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国,岡山県,9,8,1,12.5,9,8,1,12.5,9,6,3,50,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国,広島県,10,11,-1,-9.1,8,10,-2,-20,7,14,-7,-50,80,90.9,-10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国,山口県,2,4,-2,-50,2,4,-2,-50,3,2,1,50,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四国,計,9,5,4,80,7,6,1,16.7,1,7,-6,-85.7,77.8,120,-42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四国,徳島県,2,0,2,0,2,0,2,0,1,0,1,0,100,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四国,香川県,3,4,-1,-25,2,4,-2,-50,0,6,-6,-100,66.7,100,-33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四国,愛媛県,4,1,3,300,3,1,2,200,0,1,-1,-100,75,100,-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四国,高知県,0,0,0,0,0,1,-1,-100,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,計,21,31,-10,-32.3,23,26,-3,-11.5,25,24,1,4.2,109.5,83.9,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,福岡県,12,17,-5,-29.4,13,14,-1,-7.1,17,13,4,30.8,108.3,82.4,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,佐賀県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,長崎県,2,4,-2,-50,1,4,-3,-75,2,3,-1,-33.3,50,100,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,熊本県,1,3,-2,-66.7,1,3,-2,-66.7,0,3,-3,-100,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,大分県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,宮崎県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,鹿児島県,5,5,0,0,6,4,2,50,4,4,0,0,120,80,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,沖縄県,1,2,-1,-50,2,1,1,100,2,1,1,100,200,50,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第６表,,,重要犯罪・重要窃盗犯　都道府県別　認知・検挙件数・検挙人員　対前年比較　（強制わいせつ）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,認知件数,認知件数,認知件数,認知件数,検挙件数,検挙件数,検挙件数,検挙件数,検挙人員,検挙人員,検挙人員,検挙人員,検挙率,検挙率,検挙率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,都道府県,"2022年
1～12月","2021年
1～12月",増減,増減率(％),"2022年
1～12月","2021年
1～12月",増減,増減率(％),"2022年
1～12月","2021年
1～12月",増減,増減率(％）,"2022年
1～12月","2021年
1～12月",増減ポイント,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
総数,,4708,4283,425,9.9,4062,3868,194,5,3067,2903,164,5.6,86.3,90.3,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道,計,166,147,19,12.9,149,149,0,0,117,116,1,0.9,89.8,101.4,-11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道,札幌方面,102,110,-8,-7.3,91,105,-14,-13.3,70,82,-12,-14.6,89.2,95.5,-6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道,函館方面,13,4,9,225,11,3,8,266.7,10,3,7,233.3,84.6,75,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道,旭川方面,18,12,6,50,16,15,1,6.7,14,14,0,0,88.9,125,-36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道,釧路方面,24,17,7,41.2,24,21,3,14.3,17,13,4,30.8,100,123.5,-23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道,北見方面,9,4,5,125,7,5,2,40,6,4,2,50,77.8,125,-47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,計,293,262,31,11.8,230,209,21,10,154,140,14,10,78.5,79.8,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,青森県,34,36,-2,-5.6,26,25,1,4,15,22,-7,-31.8,76.5,69.4,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,岩手県,41,27,14,51.9,35,20,15,75,21,14,7,50,85.4,74.1,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,宮城県,140,158,-18,-11.4,119,127,-8,-6.3,75,70,5,7.1,85,80.4,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,秋田県,10,15,-5,-33.3,7,15,-8,-53.3,7,15,-8,-53.3,70,100,-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,山形県,19,13,6,46.2,7,14,-7,-50,8,11,-3,-27.3,36.8,107.7,-70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,福島県,49,13,36,276.9,36,8,28,350,28,8,20,250,73.5,61.5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都,,639,564,75,13.3,621,559,62,11.1,492,436,56,12.8,97.2,99.1,-1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,計,1313,1274,39,3.1,1148,1142,6,0.5,779,764,15,2,87.4,89.6,-2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,茨城県,76,115,-39,-33.9,67,95,-28,-29.5,50,50,0,0,88.2,82.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,栃木県,42,42,0,0,27,41,-14,-34.1,21,29,-8,-27.6,64.3,97.6,-33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,群馬県,42,45,-3,-6.7,44,47,-3,-6.4,33,35,-2,-5.7,104.8,104.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,埼玉県,345,342,3,0.9,349,328,21,6.4,257,234,23,9.8,101.2,95.9,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,千葉県,242,206,36,17.5,184,174,10,5.7,104,118,-14,-11.9,76,84.5,-8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,神奈川県,338,305,33,10.8,280,273,7,2.6,189,162,27,16.7,82.8,89.5,-6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,新潟県,43,43,0,0,42,39,3,7.7,34,35,-1,-2.9,97.7,90.7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,山梨県,27,12,15,125,20,9,11,122.2,9,9,0,0,74.1,75,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,長野県,34,38,-4,-10.5,25,32,-7,-21.9,17,19,-2,-10.5,73.5,84.2,-10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,静岡県,124,126,-2,-1.6,110,104,6,5.8,65,73,-8,-11,88.7,82.5,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中部,計,365,411,-46,-11.2,346,367,-21,-5.7,288,296,-8,-2.7,94.8,89.3,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
